1	2.85714	0
2	3.22857	0.26264
3	3.16933	0.181652
4	3.15286	0.136983
5	3.14298	0.109943
6	3.18519	0.0993912
7	3.20635	0.0874167
8	3.18056	0.0802048
9	3.22716	0.083746
10	3.23778	0.0760415
11	3.25218	0.0704797
12	3.23979	0.0656872
13	3.2293	0.0614659
14	3.2242	0.0572867
15	3.21615	0.0540302
16	3.26514	0.0693962
17	3.22013	0.0785653
18	3.22305	0.0742549
19	3.2038	0.0728014
20	3.19115	0.0702515
21	3.17106	0.06972
22	3.17046	0.0665535
23	3.16526	0.0638627
24	3.1673	0.0612344
25	3.18178	0.0604739
26	3.17479	0.0585507
27	3.16473	0.0572396
28	3.17776	0.0566577
29	3.18103	0.0547985
30	3.17845	0.0530329
31	3.16957	0.05206
32	3.16125	0.0510941
33	3.15636	0.0497789
34	3.15176	0.0485268
35	3.14207	0.0480987
36	3.1457	0.0468993
37	3.15607	0.0467643
38	3.16239	0.0459588
39	3.16522	0.0448673
40	3.15752	0.0444018
41	3.1589	0.0433404
42	3.15065	0.0430861
43	3.14178	0.0429875
44	3.1343	0.0426569
45	3.13131	0.0418133
46	3.12956	0.0409408
47	3.13017	0.0400742
48	3.13707	0.0398295
49	3.1375	0.0390189
50	3.13376	0.0384168
51	3.13114	0.0377529
52	3.14016	0.0380884
53	3.14155	0.0373954
54	3.13714	0.0369624
55	3.13557	0.0363237
56	3.13315	0.0357556
57	3.1356	0.0352121
58	3.13414	0.0346353
59	3.13649	0.0341278
60	3.14421	0.0344223
61	3.13951	0.0341781
62	3.1458	0.0342006
63	3.14195	0.0338737
64	3.14592	0.0335767
65	3.14787	0.0331167
66	3.1472	0.0326218
67	3.14427	0.0322663
68	3.14004	0.0320669
69	3.14284	0.0317243
70	3.14557	0.0313876
71	3.15197	0.0315913
72	3.15129	0.0311597
73	3.15138	0.030733
74	3.15844	0.031117
75	3.15504	0.0308876
76	3.153	0.0305485
77	3.15101	0.0302163
78	3.15499	0.03009
79	3.15303	0.029773
80	3.1505	0.029508
81	3.14864	0.0292021
82	3.14745	0.0288703
83	3.14692	0.0285274
84	3.1464	0.0281924
85	3.1472	0.0278721
86	3.14281	0.0278923
87	3.14298	0.0275723
88	3.14514	0.0273437
89	3.14296	0.0271235
90	3.14507	0.0269045
91	3.15088	0.0272282
92	3.14819	0.027065
93	3.1428	0.0273051
94	3.14182	0.0270321
95	3.1379	0.0270306
96	3.13595	0.0268192
97	3.13217	0.0268078
98	3.12762	0.0269171
99	3.13168	0.0269495
100	3.1314	0.0266815
