#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.43506     1.43506           0
           2     1.43506     1.43506 1.05997e-06
           3     1.43505     1.43506 2.60644e-06
           4       1.435     1.43504 1.19884e-05
           5     1.43506     1.43505 9.93798e-06
           6     1.43508     1.43505 1.02137e-05
           7     1.43504     1.43505 8.84956e-06
           8     1.43496     1.43504 1.34953e-05
           9     1.43488     1.43502 2.03515e-05
          10     1.43481       1.435 2.68452e-05
