#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -5.45716    -5.45716           0
           2    -5.45718    -5.45717 8.02386e-06
           3    -5.45798    -5.45744 0.000220377
           4    -5.45642    -5.45718 0.000274571
           5    -5.45799    -5.45735 0.000263132
           6    -5.45846    -5.45753 0.000277415
           7     -5.4562    -5.45734 0.000295723
           8    -5.45842    -5.45748 0.000287545
           9    -5.45716    -5.45744 0.000257678
          10    -5.45812    -5.45751 0.000240575
