0	0	0
1	1	4.56253e-10
2	1.40813	0.00443206
3	1.73481	0.00567601
4	1.99289	0.00707614
5	2.24113	0.00857115
6	2.44232	0.0091
7	2.64364	0.0103838
8	2.82544	0.0120474
9	2.98375	0.0133567
10	3.1461	0.0135949
11	3.29705	0.014582
12	3.45054	0.0148231
13	3.58823	0.0152944
14	3.72232	0.0162806
15	3.85189	0.0166073
16	3.977	0.0170518
17	4.08892	0.016702
18	4.21213	0.0168965
19	4.33319	0.0182401
20	4.44975	0.019061
21	4.56066	0.0192885
22	4.66967	0.0200013
23	4.77756	0.0200879
24	4.88868	0.0195978
25	4.98302	0.0196172
26	5.08139	0.0200193
27	5.17931	0.019733
28	5.27478	0.0198645
29	5.37341	0.0203993
30	5.46567	0.0218223
31	5.55961	0.0225719
32	5.63746	0.0236274
33	5.71966	0.0247561
34	5.79391	0.0254902
35	5.88747	0.0259334
36	5.98275	0.0258346
37	6.07015	0.0255212
38	6.15506	0.0251863
39	6.2292	0.0247561
40	6.30021	0.0245998
41	6.3803	0.024313
42	6.46445	0.0260125
43	6.54531	0.0266004
44	6.61481	0.0261742
45	6.68384	0.026958
46	6.75742	0.0288171
47	6.82333	0.0290868
48	6.89357	0.0294103
49	6.97446	0.0298205
50	7.04787	0.0297618
51	7.11226	0.0302993
52	7.1825	0.0307938
53	7.26179	0.0308015
54	7.33626	0.0315649
55	7.41084	0.0305931
56	7.4941	0.0304731
57	7.57054	0.0307665
58	7.62895	0.0304952
59	7.70018	0.0311566
60	7.76267	0.0312049
61	7.82113	0.0315986
62	7.88391	0.0319087
63	7.94358	0.0322155
64	8.01927	0.0322562
65	8.08694	0.0319388
66	8.14947	0.031634
67	8.215	0.0322423
68	8.27245	0.0328706
69	8.33348	0.0324828
70	8.39318	0.0324803
71	8.44623	0.0332207
72	8.50328	0.0329901
73	8.56207	0.0335099
74	8.62085	0.03372
75	8.67823	0.0336124
76	8.73739	0.0339633
77	8.79349	0.0347185
78	8.83516	0.0358284
79	8.88815	0.036434
80	8.94851	0.0368841
81	9.0001	0.0386021
82	9.05928	0.0390908
83	9.1075	0.0401474
84	9.15947	0.0397089
85	9.22682	0.0394404
86	9.27216	0.0389901
87	9.33619	0.0393905
88	9.39391	0.0386666
89	9.44486	0.0385942
90	9.4998	0.0391351
91	9.55205	0.0397125
92	9.60194	0.0396077
93	9.64493	0.0409281
94	9.69118	0.0412981
95	9.73941	0.0420788
96	9.78277	0.0428713
97	9.84863	0.0432379
98	9.89458	0.043446
99	9.94804	0.0435743
100	9.98709	0.0439323
