1	0.99913	0
2	0.996386	0.00194039
3	0.994128	0.00225233
4	0.996358	0.00256594
5	1.00352	0.00672414
6	1.00312	0.00561487
7	1.00276	0.00482457
8	1.00228	0.00424498
9	1.0016	0.00382843
10	0.999912	0.00379826
11	0.997832	0.00398231
12	0.998545	0.00371386
13	0.999064	0.0034642
14	1.00085	0.00364835
15	1.00087	0.00340516
16	0.999606	0.00341763
17	0.999896	0.0032289
18	0.999484	0.00307568
19	0.999432	0.00291424
20	1.00024	0.0028785
21	1.0005	0.00275283
22	1.00085	0.00265076
23	1.00097	0.00253798
24	1.00023	0.0025371
25	0.999643	0.00250291
26	0.999719	0.0024078
27	0.999778	0.00231935
28	0.999894	0.00223939
29	0.999798	0.0021642
30	0.999585	0.00210256
31	0.999503	0.00203634
32	0.999318	0.00198111
33	0.999589	0.00193954
34	1.0002	0.00197695
35	1.00109	0.0021094
36	1.00081	0.00206849
37	1.00024	0.00209111
38	1.00064	0.00207533
39	1.00077	0.00202618
40	1.00101	0.00198862
41	1.0016	0.00202791
42	1.00175	0.00198465
43	1.00127	0.00199529
44	1.0008	0.00200505
45	1.00086	0.00196147
46	1.00023	0.00201651
47	1.00003	0.00198317
48	1.00018	0.00194739
49	1.00026	0.00190919
50	1.00039	0.00187557
51	1.00025	0.00184387
52	0.999941	0.00183493
53	0.999726	0.00181276
54	0.999887	0.00178625
55	1.00007	0.00176339
56	1.00047	0.00177656
57	1.00066	0.00175579
58	1.00071	0.0017261
59	1.00072	0.00169688
60	1.00037	0.00170525
61	1.0004	0.00167773
62	1.00045	0.00165126
63	1.00031	0.00163098
64	1.00002	0.00163013
65	1.00028	0.00162487
66	1.00014	0.00160612
67	1.00005	0.00158495
68	1.00005	0.00156165
69	1.00028	0.00155521
70	0.999962	0.00156471
71	0.999823	0.00154879
72	0.999565	0.00154861
73	0.999678	0.0015315
74	1.00019	0.00159402
75	1.00016	0.0015731
76	1.00022	0.00155384
77	1.00064	0.00158851
78	1.00073	0.00157076
79	1.00074	0.00155091
80	1.00073	0.00153156
81	1.00078	0.00151354
82	1.00081	0.00149536
83	1.00049	0.00151065
84	1.00057	0.00149451
85	1.00035	0.00149236
86	1.00039	0.00147559
87	1.00052	0.00146358
88	1.00056	0.00144772
89	1.00047	0.0014343
90	1.00045	0.00141858
91	1.00051	0.00140415
92	1.00084	0.00142798
93	1.00088	0.00141312
94	1.00086	0.00139822
95	1.001	0.00139037
96	1.00083	0.00138593
97	1.00062	0.00138781
98	1.00079	0.00138463
99	1.00083	0.00137112
100	1.00094	0.0013617
