0	37.2256
1	35.4019
2	33.969
3	32.8364
4	31.5837
5	30.8506
6	29.7681
7	29.2052
8	28.6866
9	28.3016
10	27.9387
11	27.3749
12	27.3174
13	27.0518
14	26.3872
15	25.8206
16	24.9495
17	24.4224
18	23.836
19	23.3866
20	23.0247
21	22.5546
22	21.9308
23	21.8398
24	21.3688
25	20.5543
26	20.0451
27	19.8308
28	19.7197
29	19.423
30	18.8223
31	18.6101
32	18.1943
33	17.7736
34	17.6503
35	17.5629
36	17.4767
37	17.2294
38	17.0636
39	16.8214
40	16.6441
41	16.6429
42	16.493
43	16.0595
44	15.574
45	15.306
46	14.8176
47	14.4711
48	14.0759
49	13.6557
50	13.2531
51	12.9035
52	12.7242
53	12.3088
54	12.143
55	11.9645
56	11.7263
57	11.6807
58	11.6476
59	11.5823
60	11.9117
61	11.5843
62	11.5812
63	11.3006
64	11.0789
65	10.907
66	10.7931
67	10.6361
68	10.5321
69	10.4794
70	10.4624
71	10.4245
72	10.4062
73	10.3963
74	10.4133
75	10.4418
76	10.3589
77	10.2535
78	10.1636
79	10.1584
80	10.093
81	9.97543
82	9.97367
83	10.2605
84	10.1418
85	10.0999
86	10.204
87	10.3381
88	10.2672
89	10.2226
90	10.4389
91	10.6297
92	10.7503
93	10.572
94	10.7559
95	10.6653
96	10.9157
97	11.4822
98	10.8266
99	10.9176
100	10.5337
101	10.4646
102	10.558
103	10.2974
104	10.1377
105	9.89261
106	9.89285
107	9.75826
108	10.1535
109	10.236
110	10.306
111	10.227
112	10.0486
113	9.91671
114	9.66795
115	9.60698
116	9.68431
117	9.83686
118	9.93509
119	9.83269
120	10.0899
121	9.67178
122	9.48665
123	9.54409
124	9.51678
125	9.37728
126	9.16189
127	9.16638
128	9.22364
129	9.32403
130	9.29869
131	9.41168
132	9.60381
133	9.39313
134	9.17921
135	9.19284
136	9.44392
137	9.65245
138	9.45461
139	9.47701
140	9.04827
141	9.04054
142	9.37686
143	9.64023
144	9.70368
145	9.49701
146	9.67155
147	9.48969
148	9.29731
149	9.07536
150	8.89247
151	8.71778
152	8.62689
153	8.59517
154	8.7228
155	8.78484
156	8.62308
157	8.63946
158	8.70524
159	9.02192
160	8.7608
161	8.52926
162	8.68812
163	8.63653
164	8.87795
165	9.0954
166	9.0833
167	8.72044
168	8.69074
169	8.83586
170	8.82241
171	8.91471
172	8.8963
173	8.63731
174	8.32496
175	8.42897
176	8.75501
177	8.81131
178	8.62089
179	8.71796
180	8.77746
181	9.11169
182	9.0246
183	8.89323
184	8.48539
185	8.09061
186	8.14702
187	8.06796
188	8.00263
189	8.1138
190	8.27944
191	8.49275
192	8.71524
193	9.11342
194	8.81678
195	9.03375
196	8.80021
197	8.2629
198	8.19525
199	7.92576
200	7.93862
201	7.80144
202	7.66543
203	7.64903
204	7.60531
205	7.63497
206	7.72345
207	7.7228
208	7.65211
209	7.61766
210	7.45532
211	7.64537
212	7.83788
213	7.64623
214	7.54262
215	7.58033
216	7.63419
217	7.92087
218	8.0644
219	8.03734
220	8.29168
221	7.66031
222	7.4749
223	7.50706
224	7.55506
225	7.5928
226	7.54652
227	7.34513
228	7.23252
229	7.20103
230	7.13591
231	7.046
232	7.07987
233	7.07015
234	7.35568
235	7.12909
236	7.17923
237	7.30417
238	7.35588
239	7.22079
240	7.34223
241	7.28595
242	7.2934
243	7.65019
244	7.98765
245	7.4087
246	7.44518
247	7.51184
248	8.21848
249	8.10854
250	7.81838
251	7.69233
252	7.54464
253	7.53375
254	7.74584
255	7.39393
256	7.27059
257	7.23378
258	7.49372
259	7.45897
260	7.3033
261	7.23936
262	7.12628
263	7.23536
264	7.58665
265	7.31483
266	6.76419
267	6.7851
268	7.24309
269	7.35278
270	7.24309
271	7.10801
272	6.96918
273	6.83285
274	6.73446
275	6.68823
276	7.18078
277	7.59999
278	7.04277
279	6.91374
280	7.20068
281	7.1903
282	7.12708
283	6.94189
284	7.05554
285	6.86538
286	7.08623
287	7.04356
288	6.78955
289	6.55476
290	6.65773
291	6.48805
292	6.67646
293	6.6529
294	6.65368
295	6.60782
296	6.75869
297	6.54515
298	6.68558
299	6.82578
300	6.53011
301	6.46863
302	6.56494
